CountryIndex,Country,Year,Consumption_000t
0,Albania,0.0,0.15224371499015674
0,Albania,0.0,0.004995265521561826
0,Albania,0.0,0.03699441652386448
0,Albania,0.0,0.016689221595803053
0,Albania,0.0,0.004404915959922702
0,Albania,0.08064516129032258,0.16886630013878481
0,Albania,0.08064516129032258,0.009250126074512711
0,Albania,0.08064516129032258,0.04171474500041545
0,Albania,0.08064516129032258,0.01354579116795593
0,Albania,0.08064516129032258,0.004465135564036392
0,Albania,0.0967741935483871,0.18217911054328448
0,Albania,0.0967741935483871,0.007466572772347684
0,Albania,0.0967741935483871,0.04459343951837479
0,Albania,0.0967741935483871,0.013919284341010783
0,Albania,0.0967741935483871,0.005346382011120883
0,Albania,0.12903225806451613,0.20535345699193203
0,Albania,0.12903225806451613,0.010665122236746956
0,Albania,0.12903225806451613,0.047969686175240694
0,Albania,0.12903225806451613,0.015010476730305845
0,Albania,0.12903225806451613,0.007274725618258715
0,Albania,0.1774193548387097,0.2561682726598884
0,Albania,0.1774193548387097,0.01644357168066169
0,Albania,0.1774193548387097,0.05308670718052965
0,Albania,0.1774193548387097,0.0159818880491234
0,Albania,0.1774193548387097,0.009711151568301124
0,Albania,0.1935483870967742,0.4156967498689894
0,Albania,0.1935483870967742,0.08637416282821535
0,Albania,0.1935483870967742,0.030871596502326928
0,Albania,0.1935483870967742,0.008251237504637814
0,Albania,0.1935483870967742,0.028804714898840112
0,Albania,0.22580645161290322,0.4386134353885604
0,Albania,0.22580645161290322,0.09325104417667378
0,Albania,0.22580645161290322,0.032656795148866644
0,Albania,0.22580645161290322,0.009426836060354521
0,Albania,0.22580645161290322,0.023206759732828982
0,Albania,0.3064516129032258,0.5726841572258178
0,Albania,0.3064516129032258,0.10601118340571478
0,Albania,0.3064516129032258,0.07535348167209767
0,Albania,0.3064516129032258,0.020326090801620008
0,Albania,0.3064516129032258,0.02769213303267407
0,Albania,0.3387096774193548,0.5645155160087895
0,Albania,0.3387096774193548,0.08145343140682702
0,Albania,0.3387096774193548,0.07899133808453944
0,Albania,0.3387096774193548,0.013458094312784902
0,Albania,0.3387096774193548,0.027498146930898006
0,Albania,0.3548387096774194,0.6162176658980166
0,Albania,0.3548387096774194,0.09750244950643781
0,Albania,0.3548387096774194,0.08993945955373324
0,Albania,0.3548387096774194,0.01127587406863225
0,Albania,0.3548387096774194,0.028791881212717526
0,Albania,0.4032258064516129,0.6550640820500333
0,Albania,0.4032258064516129,0.08323632657124218
0,Albania,0.4032258064516129,0.04747279217408402
0,Albania,0.4032258064516129,0.08532377497941263
0,Albania,0.4032258064516129,0.01940354621073077
0,Albania,0.41935483870967744,0.6846310849976677
0,Albania,0.41935483870967744,0.10981094170462612
0,Albania,0.41935483870967744,0.041179843544203405
0,Albania,0.41935483870967744,0.08782387575675557
0,Albania,0.41935483870967744,0.019187347959896378
0,Albania,0.4838709677419355,0.6301935500855168
0,Albania,0.4838709677419355,0.1437619647386247
0,Albania,0.4838709677419355,0.06282632320651294
0,Albania,0.4838709677419355,0.09272486304564762
0,Albania,0.4838709677419355,0.016710940141548978
0,Albania,0.5161290322580645,0.5812514653848337
0,Albania,0.5161290322580645,0.12125365369285204
0,Albania,0.5161290322580645,0.061137212671455166
0,Albania,0.5161290322580645,0.10044876767819697
0,Albania,0.5161290322580645,0.02189278771520076
0,Albania,0.5645161290322581,0.6560922577497776
0,Albania,0.5645161290322581,0.17502679854650277
0,Albania,0.5645161290322581,0.07077284293295798
0,Albania,0.5645161290322581,0.10025330076648367
0,Albania,0.5645161290322581,0.02422555696963764
0,Albania,0.6129032258064516,0.6883449563202202
0,Albania,0.6129032258064516,0.17739115841293374
0,Albania,0.6129032258064516,0.08919263774206102
0,Albania,0.6129032258064516,0.09680893685250556
0,Albania,0.6129032258064516,0.02831061798312041
0,Albania,0.6612903225806451,0.7030930006227629
0,Albania,0.6612903225806451,0.19869507737643258
0,Albania,0.6612903225806451,0.07941188810671046
0,Albania,0.6612903225806451,0.09552754265349624
0,Albania,0.6612903225806451,0.037270505309937633
0,Albania,0.6774193548387096,0.7297140144675132
0,Albania,0.6774193548387096,0.19530895865331854
